Reference Module 3  (RM3) Acess: https://energy.sandia.gov/energy/renewable-energy/water-power/technology-development/reference-model-project-rmp/,,,,,,,,,,,,,,,,,,,,
rated capacity w,286,,,,,,,,,,,,,,,,,,,
mechanical to electrical energy conversion efficiency,1,,,,,,,,,,,,,,,,,,,
losses due to device availability,0.95,,,,,,,,,,,,,,,,,,,
losses due to transmission efficiency,0.98,,,,,,,,,,,,,,,,,,,
minimum depth [m],40,,,,,,,,,,,,,,,,,,,
maximum depth [m],100,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Mechanical Power Matrix (Row: Hs, Column: Tp),,,,,,,,,,,,,,,,,,,
,0.5,1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5
0.25,0,0,0,0,0.361094354,0.59594543,0.83193944,1.026958228,1.116130419,1.0860584,0.978573293,0.840155207,0.701015888,0.576086064,0.470635319,0.384204614,0.314606177,0.25886053,0.214214762,0.17835361
0.75,0,0,0,0,3.244764313,5.34606567,7.436403655,9.116973936,9.843588487,9.544783137,8.594144578,7.382810965,6.166954189,5.074363069,4.149601739,3.392751293,2.781581022,2.290929383,1.898339712,1.582761493
1.25,0,0,0,0,8.991737913,14.78984648,20.49845168,24.97659919,26.80858605,25.91489198,23.31448121,20.03889124,16.75529986,13.80202544,11.29883279,9.245301861,7.588004492,6.258657857,5.190385449,4.332378816
1.75,0,0,0,0,17.57966568,28.86721116,39.87187573,48.29911849,51.57774433,49.71968977,44.70349797,38.43639162,32.16739618,26.5239922,21.73456798,17.80128922,14.62018204,12.07083721,10.02412211,8.372799424
2.25,0,0,0,0,28.98651114,47.51936172,65.41244401,78.82153308,83.7805689,80.5639094,72.38297286,62.26960688,52.15724299,43.04619803,35.29549107,28.93345841,23.79069011,19.65446935,16.33689008,13.65815848
2.75,0,0,0,0,43.19070413,70.68900833,96.99322589,116.2981313,123.1023368,118.1128004,106.0618155,91.28027022,76.50011802,63.19085972,51.86917486,42.54221531,35.00933351,28.9465819,24.08113313,20.14951582
3.25,0,0,0,0,60.17150956,98.31975418,134.4755793,160.507394,169.2547164,162.0747913,145.4711831,125.2274638,105.0478839,86.82207101,71.322494,58.54094772,48.21221222,39.89381366,33.20408269,27.81391871
3.75,0,0,0,0,79.9074056,130.3563788,177.7570956,211.2454232,221.9955838,212.1878573,190.3598679,163.9538765,137.6076733,113.8181682,93.57055432,76.85738578,63.34173207,52.45159433,43.68845062,36.61076195
4.25,0,0,0,0,102.3775358,166.74482,226.7090694,268.3219353,281.0972634,268.2292005,240.5356413,207.2482393,174.0605596,144.1100122,118.5318119,97.42763287,80.34811538,66.58100027,55.49668437,46.53869126
4.75,0,0,0,0,127.5613241,207.4311771,281.2110927,286,286,286,286,254.9813636,214.2914418,177.5068626,146.1375747,120.198847,99.16316542,82.24799883,68.60141656,57.56694012
5.25,0,0,0,0,155.4382112,252.3643272,286,286,286,286,286,286,258.1985769,214.0318172,176.3275175,145.1258928,119.8041501,99.39960227,82.95681572,69.65531236
5.75,0,0,0,0,185.9882445,286,286,286,286,286,286,286,286,253.5821704,209.0002619,172.1675355,142.2145802,118.0651753,98.59422288,82.83514238
